id_vinho;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;Vinho
286;9,4;0,4;0,47;2,5;0,087;6;20;0,99772;3,15;0,5;10,5;5;RED
287;6,5;0,3;0,27;4;0,038;37;97;0,99026;3,2;0,6;12,6;8;WHITE
288;8,2;0,24;0,34;5,1;0,062;8;22;0,9974;3,22;0,94;10,9;6;RED
289;7;0,13;0,37;12,85;0,042;36;105;0,99581;3,05;0,55;10,7;6;WHITE
290;6,9;0,3;0,3;10,55;0,037;4;28;0,99184;3,07;0,32;12,7;6;WHITE
291;6,6;0,21;0,49;18,15;0,042;41;158;0,9997;3,28;0,39;8,7;6;WHITE
292;7,3;0,19;0,25;1,4;0,051;41;107;0,99382;3,53;0,66;10,5;7;WHITE
293;7,1;0,17;0,43;1,3;0,023;33;132;0,99067;3,11;0,56;11,7;6;WHITE
294;7,2;0,34;0,44;4,2;0,047;51;144;0,991;3,01;0,76;12,3;6;WHITE
295;6,8;0,77;0;1,8;0,066;34;52;0,9976;3,62;0,68;9,9;5;RED
296;7,7;0,29;0,29;4,8;0,06;27;156;0,99572;3,49;0,59;10,3;6;WHITE
297;6,9;0,84;0,21;4,1;0,074;16;65;0,99842;3,53;0,72;9,25;6;RED
298;7;0,15;0,28;14,7;0,051;29;149;0,99792;2,96;0,39;9;7;WHITE
299;7,6;0,41;0,49;2;0,088;16;43;0,998;3,48;0,64;9,1;5;RED
300;6,2;0,18;0,38;1,5;0,028;36;117;0,993;3,47;0,54;9,7;6;WHITE
301;7,1;0,12;0,32;9,6;0,054;64;162;0,9962;3,4;0,41;9,4;5;WHITE
302;6,6;0,18;0,26;17,3;0,051;17;149;0,9984;3;0,43;9,4;6;WHITE
303;7;0,58;0,12;1,9;0,091;34;124;0,9956;3,44;0,48;10,5;5;RED
304;7,3;0,365;0,49;2,5;0,088;39;106;0,9966;3,36;0,78;11;5;RED
305;6,2;0,3;0,17;2,8;0,04;24;125;0,9939;3,01;0,46;9;5;WHITE
306;7,2;0,23;0,39;14,2;0,058;49;192;0,9979;2,98;0,48;9;7;WHITE
307;7,3;0,4;0,28;6,5;0,037;26;97;0,99148;3,16;0,58;12,6;7;WHITE
308;5,9;0,46;0;1,9;0,077;25;44;0,99385;3,5;0,53;11,2;5;RED
309;7,5;0,52;0,42;2,3;0,087;8;38;0,9972;3,58;0,61;10,5;6;RED
310;7,4;0,31;0,26;8,6;0,048;47;206;0,9964;3,26;0,36;9,1;5;WHITE
311;8,3;0,16;0,48;1,7;0,057;31;98;0,9943;3,15;0,41;10,3;6;WHITE
312;7,3;0,38;0,21;2;0,08;7;35;0,9961;3,33;0,47;9,5;5;RED
313;9,6;0,5;0,36;2,8;0,116;26;55;0,99722;3,18;0,68;10,9;5;RED
314;7;0,65;0,02;2,1;0,066;8;25;0,9972;3,47;0,67;9,5;6;RED
315;6,5;0,13;0,27;2,6;0,035;32;76;0,9914;3,21;0,76;11,33333333;6;WHITE
316;6;0,39;0,17;12;0,046;65;246;0,9976;3,15;0,38;9;6;WHITE
317;8,6;0,63;0,17;2,9;0,099;21;119;0,998;3,09;0,52;9,3;5;RED
318;6,3;0,36;0,3;4,8;0,049;14;85;0,9932;3,28;0,39;10,6;5;WHITE
319;9,8;1,24;0,34;2;0,079;32;151;0,998;3,15;0,53;9,5;5;RED
320;6,7;0,64;0,23;2,1;0,08;11;119;0,99538;3,36;0,7;10,9;5;RED
321;7,3;0,3;0,22;6,4;0,056;44;168;0,9947;3,13;0,35;10,1;6;WHITE
322;7,1;0,17;0,38;7,4;0,052;49;182;0,9958;3,35;0,52;9,6;6;WHITE
323;6,7;0,19;0,36;1,1;0,026;63;143;0,9912;3,27;0,48;11;6;WHITE
324;7,4;0,25;0,36;13,2;0,067;53;178;0,9976;3,01;0,48;9;6;WHITE
325;6,7;0,18;0,19;4,7;0,046;57;161;0,9946;3,32;0,66;10,5;6;WHITE
326;6,5;0,28;0,38;7,8;0,031;54;216;0,99154;3,03;0,42;13,1;6;WHITE
327;7,5;0,18;0,39;1,9;0,054;23;91;0,9941;3,27;0,45;10,3;6;WHITE
328;7,4;0,965;0;2,2;0,088;16;32;0,99756;3,58;0,67;10,2;5;RED
329;7,8;0,59;0,18;2,3;0,076;17;54;0,9975;3,43;0,59;10;5;RED
330;7,1;0,24;0,41;17,8;0,046;39;145;0,9998;3,32;0,39;8,7;5;WHITE
331;10,2;0,36;0,64;2,9;0,122;10;41;0,998;3,23;0,66;12,5;6;RED
332;7,6;0,27;0,29;2,5;0,059;37;115;0,99328;3,09;0,37;9,8;5;WHITE
333;5,7;0,22;0,2;16;0,044;41;113;0,99862;3,22;0,46;8,9;6;WHITE
334;6,7;0,17;0,42;10,4;0,038;85;182;0,99628;3,04;0,44;8,9;6;WHITE
335;11,5;0,18;0,51;4;0,104;4;23;0,9996;3,28;0,97;10,1;6;RED
336;9,1;0,6;0;1,9;0,058;5;10;0,9977;3,18;0,63;10,4;6;RED
337;8,1;0,31;0,24;1,6;0,032;10;67;0,9924;3,08;0,47;10,5;5;WHITE
338;6,9;0,19;0,35;13,5;0,038;49;118;0,99546;3;0,63;10,7;6;WHITE
339;8;0,3;0,63;1,6;0,081;16;29;0,99588;3,3;0,78;10,8;6;RED
340;7,4;0,35;0,2;13,9;0,054;63;229;0,99888;3,11;0,5;8,9;6;WHITE
341;6,1;0,27;0,32;1,1;0,034;24;110;0,9898;3,36;0,4;12,5;6;WHITE
342;7,1;0,31;0,3;2,2;0,053;36;127;0,9965;2,94;1,62;9,5;5;RED
343;8,1;0,2;0,28;0,9;0,023;49;87;0,99062;2,92;0,36;11,1;6;WHITE
344;7,1;0,26;0,32;14,45;0,074;29;107;0,998;2,96;0,42;9,2;6;WHITE
345;5,3;0,24;0,33;1,3;0,033;25;97;0,9906;3,59;0,38;11;8;WHITE
346;5,9;0,37;0,1;1,6;0,057;39;128;0,9924;3,24;0,48;10,1;5;WHITE
347;7,7;0,62;0,04;3,8;0,084;25;45;0,9978;3,34;0,53;9,5;5;RED
348;9,4;0,24;0,33;2,3;0,061;52;73;0,99786;3,47;0,9;10,2;6;RED
349;9,2;0,71;0,23;6,2;0,042;15;93;0,9948;2,89;0,34;10,1;6;WHITE
350;5,6;0,41;0,24;1,9;0,034;10;53;0,98815;3,32;0,5;13,5;7;WHITE
351;7,1;0,26;0,3;2;0,031;13;128;0,9917;3,19;0,49;11,4;5;WHITE
352;7,9;0,19;0,42;1,6;0,057;18;30;0,994;3,29;0,69;11,2;6;RED
353;8;0,19;0,36;1,8;0,05;16;84;0,9936;3,15;0,45;9,8;7;WHITE
354;6,4;0,24;0,31;2,8;0,038;41;114;0,99155;3,37;0,66;11,7;7;WHITE
355;7,6;0,32;0,35;1,6;0,092;24;138;0,99438;3,19;0,44;9,8;5;WHITE
356;7,4;0,21;0,27;1,2;0,041;27;99;0,9927;3,19;0,33;9,8;6;WHITE
357;6,2;0,24;0,28;12,2;0,049;54;133;0,9952;3,19;0,37;10,7;6;WHITE
358;6,5;0,33;0,3;3,8;0,036;34;88;0,99028;3,25;0,63;12,5;7;WHITE
359;6,4;0,14;0,31;1,2;0,034;53;138;0,99084;3,38;0,35;11,5;7;WHITE
360;6,2;0,27;0,32;6,3;0,048;47;159;0,99282;3,21;0,6;11;6;WHITE
361;7,4;0,26;0,43;6;0,022;22;125;0,9928;3,13;0,55;11,5;6;WHITE
362;6;0,28;0,52;6,2;0,028;37;104;0,99161;3,28;0,51;11,8;7;WHITE
363;5,7;0,22;0,2;16;0,044;41;113;0,99862;3,22;0,46;8,9;6;WHITE
364;6,8;0,24;0,34;5,1;0,038;31;99;0,9921;3,24;0,46;11,8;6;WHITE
365;7,3;0,22;0,26;1,5;0,04;32;172;0,99194;3,27;0,48;11,2;6;WHITE
366;7,1;0,52;0,03;2,6;0,076;21;92;0,99745;3,5;0,6;9,8;5;RED
367;7,1;0,28;0,26;2,8;0,039;50;118;0,9908;3,06;0,59;11,2;6;WHITE
368;6,8;0,37;0,51;11,8;0,044;62;163;0,9976;3,19;0,44;8,8;5;WHITE
369;6,8;0,17;0,34;2;0,04;38;111;0,99;3,24;0,45;12,9;6;WHITE
370;7,4;0,29;0,25;3,8;0,044;30;114;0,992;3,11;0,4;11;6;WHITE
371;6,8;0,19;0,71;17,5;0,042;21;114;0,99784;2,85;0,5;9,5;6;WHITE
372;7,4;0,23;0,43;1,4;0,044;22;113;0,9938;3,22;0,62;10,6;6;WHITE
373;7,1;0,18;0,74;15,6;0,044;44;176;0,9996;3,38;0,67;9;6;WHITE
374;7,5;0,52;0,16;1,9;0,085;12;35;0,9968;3,38;0,62;9,5;7;RED
375;6,2;0,2;0,49;1,6;0,065;17;143;0,9937;3,22;0,52;9,2;6;WHITE
376;7,7;0,96;0,2;2;0,047;15;60;0,9955;3,36;0,44;10,9;5;RED
377;6,8;0,28;0,39;1,4;0,036;15;115;0,9918;3,27;0,72;11,7;5;WHITE
378;5,3;0,16;0,39;1;0,028;40;101;0,99156;3,57;0,59;10,6;6;WHITE
379;8,1;0,26;0,27;4,3;0,03;43;123;0,99212;3,16;0,33;11,2;6;WHITE
380;6;0,2;0,24;5,3;0,075;49;201;0,99466;3,21;0,43;9,5;5;WHITE
381;8,3;0,34;0,4;2,4;0,065;24;48;0,99554;3,34;0,86;11;6;RED
382;9,6;0,6;0,5;2,3;0,079;28;71;0,9997;3,5;0,57;9,7;5;RED
383;6,8;0,21;0,55;14,6;0,053;34;159;0,99805;2,93;0,44;9,2;5;WHITE
384;6,2;0,36;0,14;8,9;0,036;38;155;0,99622;3,27;0,5;9,4;5;WHITE
385;6,1;0,26;0,25;2,9;0,047;289;440;0,99314;3,44;0,64;10,5;3;WHITE
386;8,9;0,745;0,18;2,5;0,077;15;48;0,99739;3,2;0,47;9,7;6;RED
387;5,6;0,21;0,24;4,4;0,027;37;150;0,991;3,3;0,31;11,5;7;WHITE
388;8,5;0,22;0,34;0,7;0,04;5;25;0,9918;3,04;0,37;10,5;4;WHITE
389;6,8;0,36;0,32;1,8;0,067;4;8;0,9928;3,36;0,55;12,8;7;RED
390;6,6;0,17;0,38;1,5;0,032;28;112;0,9914;3,25;0,55;11,4;7;WHITE
391;8,4;0,56;0,04;2;0,082;10;22;0,9976;3,22;0,44;9,6;5;RED
392;7;0,33;0,32;1,2;0,053;38;138;0,9906;3,13;0,28;11,2;6;WHITE
393;8,5;0,3;0,28;3,1;0,054;54;174;0,99543;3,21;0,43;9,4;6;WHITE
394;10;0,48;0,24;2,7;0,102;13;32;1;3,28;0,56;10;6;RED
395;6,6;0,32;0,26;7,7;0,054;56;209;0,9961;3,17;0,45;8,8;5;WHITE
396;5,8;0,38;0,26;1,1;0,058;20;140;0,99271;3,27;0,43;9,7;6;WHITE
397;10,4;0,43;0,5;2,3;0,068;13;19;0,996;3,1;0,87;11,4;6;RED
398;8;0,62;0,33;2,7;0,088;16;37;0,9972;3,31;0,58;10,7;6;RED
399;7,7;0,26;0,26;2;0,052;19;77;0,9951;3,15;0,79;10,9;6;RED
400;6,8;0,41;0,3;8,8;0,045;28;131;0,9953;3,12;0,59;9,9;5;WHITE
401;6,7;0,75;0,01;2,4;0,078;17;32;0,9955;3,55;0,61;12,8;6;RED
402;6,1;0,22;0,38;2,8;0,144;12;65;0,9908;2,95;0,64;11,4;6;WHITE
403;6,8;0,39;0,35;11,6;0,044;57;220;0,99775;3,07;0,53;9,3;5;WHITE
404;7,9;0,19;0,26;2,1;0,039;8;143;0,9942;3,05;0,74;9,8;5;WHITE
405;6,6;0,64;0,28;4,4;0,032;19;78;0,99036;3,11;0,62;12,9;6;WHITE
406;7,8;0,25;0,34;13,7;0,044;66;184;0,99976;3,22;0,75;8,9;5;WHITE
407;6,2;0,3;0,32;1,2;0,052;32;185;0,99266;3,28;0,44;10,1;5;WHITE
408;5,7;0,4;0,35;5,1;0,026;17;113;0,99052;3,18;0,67;12,4;6;WHITE
409;11,1;0,44;0,42;2,2;0,064;14;19;0,99758;3,25;0,57;10,4;6;RED
410;7,6;0,43;0,29;2,1;0,075;19;66;0,99718;3,4;0,64;9,5;5;RED
411;6,4;0,33;0,28;1,1;0,038;30;110;0,9917;3,12;0,42;10,5;6;WHITE
412;6,9;0,15;0,28;4,4;0,029;14;107;0,99347;3,24;0,46;10,4;8;WHITE
413;5,5;0,49;0,03;1,8;0,044;28;87;0,9908;3,5;0,82;14;8;RED
414;6;0,33;0,32;12,9;0,054;6;113;0,99572;3,3;0,56;11,5;4;RED
415;6,7;0,26;0,49;8,3;0,047;54;191;0,9954;3,23;0,4;10,3;6;WHITE
416;6,3;0,41;0,3;3,2;0,03;49;164;0,9927;3,53;0,79;11,7;7;WHITE
417;7,3;0,26;0,24;1,7;0,05;10;112;0,99286;3,11;0,43;9,9;5;WHITE
418;7,8;0,18;0,31;12,2;0,053;46;140;0,998;3,06;0,53;8,9;6;WHITE
419;10,4;0,34;0,58;3,7;0,174;6;16;0,997;3,19;0,7;11,3;6;RED
420;7,8;0,82;0,29;4,3;0,083;21;64;0,99642;3,16;0,53;9,4;5;RED
421;7,3;0,21;0,29;1,6;0,034;29;118;0,9917;3,3;0,5;11;8;WHITE
422;6,8;0,23;0,32;8,6;0,046;47;159;0,99452;3,08;0,52;10,5;6;WHITE
423;7,2;0,21;0,36;15,7;0,045;68;183;0,99922;3,25;0,76;9,4;5;WHITE
424;6,8;0,21;0,27;18,15;0,042;41;146;1,0001;3,3;0,36;8,7;5;WHITE
425;6,4;0,38;0,24;7,2;0,047;41;151;0,99604;3,11;0,6;9,2;5;WHITE
426;7,5;0,33;0,38;8,7;0,126;49;199;0,99711;2,98;0,57;9,4;5;WHITE
427;6,3;0,29;0,29;3,3;0,037;32;140;0,9895;3,17;0,36;12,8;7;WHITE
428;5,9;0,2;0,28;12,8;0,038;29;132;0,99426;3,31;0,57;11,8;7;WHITE
429;6,6;0,23;0,3;4,6;0,06;29;154;0,99142;3,23;0,49;12,2;8;WHITE
430;6,8;0,36;0,32;1,8;0,067;4;8;0,9928;3,36;0,55;12,8;7;RED
431;7,3;0,21;0,21;1,6;0,046;35;133;0,99466;3,38;0,46;10;6;WHITE
432;7,8;0,735;0,08;2,4;0,092;10;41;0,9974;3,24;0,71;9,8;6;RED
433;6,4;0,32;0,25;5;0,055;28;138;0,99171;3,27;0,5;12,4;8;WHITE
434;6,4;0,225;0,48;2,2;0,115;29;104;0,9918;3,24;0,58;12,1;6;WHITE
435;7,8;0,22;0,38;10,3;0,059;28;99;0,9967;3,12;0,47;10;6;WHITE
436;5,6;0,915;0;2,1;0,041;17;78;0,99346;3,68;0,73;11,4;5;RED
437;6,2;0,23;0,36;17,2;0,039;37;130;0,99946;3,23;0,43;8,8;6;WHITE
438;7,3;0,32;0,35;1,4;0,05;8;163;0,99244;3,24;0,42;10,7;5;WHITE
439;6,2;0,41;0,22;1,9;0,023;5;56;0,98928;3,04;0,79;13;7;WHITE
440;5,7;0,18;0,26;2,2;0,023;21;95;0,9893;3,07;0,54;12,3;6;WHITE
441;8,1;0,24;0,26;11;0,043;41;211;0,99676;3,11;0,49;10;6;WHITE
442;7,7;0,31;0,26;7,8;0,031;23;90;0,9944;3,13;0,5;10,4;5;WHITE
443;7,8;0,19;0,26;8,9;0,039;42;182;0,996;3,18;0,46;9,9;6;WHITE
444;7,5;0,29;0,67;8,1;0,037;53;166;0,9966;2,9;0,41;8,9;6;WHITE
445;6,3;0,25;0,44;11,6;0,041;48;195;0,9968;3,18;0,52;9,5;5;WHITE
446;6,8;0,3;0,33;12,8;0,041;60;168;0,99659;3,1;0,56;9,8;5;WHITE
447;8,2;0,635;0,1;2,1;0,073;25;60;0,99638;3,29;0,75;10,9;6;RED
448;7,1;0,34;0,15;1,2;0,053;61;183;0,9936;3,09;0,43;9,2;5;WHITE
449;5,9;0,415;0,02;0,8;0,038;22;63;0,9932;3,36;0,36;9,3;5;WHITE
450;6;0,58;0,2;2,4;0,075;15;50;0,99467;3,58;0,67;12,5;6;RED
451;5,6;0,12;0,26;4,3;0,038;18;97;0,99477;3,36;0,46;9,2;5;WHITE
452;6;0,555;0,26;4,5;0,053;17;126;0,9943;3,24;0,46;9,1;5;WHITE
453;6,7;0,54;0,27;7,1;0,049;8;178;0,99502;3,16;0,38;9,4;4;WHITE
454;8,2;0,26;0,33;2,6;0,053;11;71;0,99402;2,89;0,49;9,5;5;WHITE
455;6,5;0,21;0,35;5,7;0,043;47;197;0,99392;3,24;0,5;10,1;6;WHITE
456;6,7;0,16;0,32;12,5;0,035;18;156;0,99666;2,88;0,36;9;6;WHITE
457;7,8;0,29;0,22;9,5;0,056;44;213;0,99715;3,08;0,61;9,3;6;WHITE
458;7,1;0,36;0,24;1,8;0,025;32;102;0,9903;3,34;0,59;12,8;6;WHITE
459;7,1;0,27;0,27;10,4;0,041;26;114;0,99335;3,04;0,52;11,5;7;WHITE
460;8,2;0,34;0,29;5,2;0,076;19;92;0,99138;2,95;0,39;12,5;6;WHITE
461;5,2;0,28;0,29;1,1;0,028;18;69;0,99168;3,24;0,54;10;6;WHITE
462;7;0,16;0,32;8,3;0,045;38;126;0,9958;3,21;0,34;9,2;5;WHITE
463;7,3;0,55;0,01;1,8;0,093;9;15;0,99514;3,35;0,58;11;7;RED
464;7,3;0,21;0,33;1;0,037;66;144;0,9923;3,11;0,52;10,2;6;WHITE
465;6,1;0,18;0,36;2;0,038;20;249,5;0,9923;3,37;0,79;11,3;6;WHITE
466;8,2;0,24;0,3;2,3;0,05;23;106;0,99397;2,98;0,5;10;5;WHITE
467;6,6;0,15;0,32;6;0,033;59;128;0,99192;3,19;0,71;12,1;8;WHITE
468;7;0,21;0,28;7,5;0,07;45;185;0,9966;3,34;0,55;9,4;5;WHITE
469;9,3;0,2;0,33;1,7;0,05;28;178;0,9954;3,16;0,43;9;4;WHITE
470;5,2;0,34;0;1,8;0,05;27;63;0,9916;3,68;0,79;14;6;RED
471;7,4;0,27;0,28;1,8;0,04;45;121;0,99043;3,02;0,4;11,9;5;WHITE
472;6,9;0,41;0,22;4,2;0,031;10;102;0,993;3;0,86;11,6;4;WHITE
473;5,6;0,22;0,32;1,2;0,024;29;97;0,98823;3,2;0,46;13,05;7;WHITE
474;7,1;0,21;0,32;2,2;0,037;28;141;0,993;3,2;0,57;10;7;WHITE
475;7,3;0,19;0,27;13,9;0,057;45;155;0,99807;2,94;0,41;8,8;8;WHITE
476;8,2;0,29;0,49;1;0,044;29;118;0,9928;3,24;0,36;10,9;4;WHITE
477;5,4;0,415;0,19;1,6;0,039;27;88;0,99265;3,54;0,41;10;7;WHITE
478;6,4;0,25;0,32;11,3;0,038;69;192;0,99573;3,14;0,5;10,2;6;WHITE
479;6,9;0,3;0,3;1,3;0,053;24;186;0,99361;3,29;0,54;9,9;4;WHITE
480;5,1;0,25;0,36;1,3;0,035;40;78;0,9891;3,23;0,64;12,1;7;WHITE
481;7,5;0,28;0,41;1,3;0,044;11;126;0,99293;3,28;0,45;10,3;5;WHITE
482;9,3;0,61;0,26;3,4;0,09;25;87;0,99975;3,24;0,62;9,7;5;RED
483;6,1;0,17;0,28;2,5;0,028;22;98;0,99072;3,16;0,37;11,1;7;WHITE
484;5,9;0,24;0,28;1,3;0,032;36;95;0,98889;3,08;0,64;12,9;7;WHITE
485;7,7;0,24;0,27;1,8;0,051;52;190;0,9928;3,23;0,5;10,8;6;WHITE
486;6,4;0,16;0,31;5,3;0,043;42;157;0,99455;3,35;0,47;10,5;5;WHITE
487;6,2;0,37;0,3;6,6;0,346;79;200;0,9954;3,29;0,58;9,6;5;WHITE
488;5,9;0,32;0,33;2,1;0,027;35;138;0,98945;3,37;0,42;12,7;6;WHITE
489;7,4;0,22;0,28;9;0,046;22;121;0,99468;3,1;0,55;10,8;5;WHITE
490;7,1;0,23;0,39;13,7;0,058;26;172;0,99755;2,9;0,46;9;6;WHITE
491;7,9;0,28;0,41;4,9;0,058;31;153;0,9966;3,27;0,51;9,7;6;WHITE
492;6,4;0,37;0,37;4,85;0,041;39,5;216,5;0,99432;3,1;0,5;9,8;6;WHITE
493;6;0,25;0,28;2,2;0,026;54;126;0,9898;3,43;0,65;12,9;8;WHITE
494;6,1;0,28;0,16;1,3;0,06;36;126;0,99353;3,13;0,46;8,7;6;WHITE
495;7,6;0,38;0,28;4,2;0,029;7;112;0,9906;3;0,41;12,6;6;WHITE
496;8,7;0,675;0,1;1,6;0,09;4;11;0,99745;3,31;0,65;9,55;5;RED
497;6,4;0,22;0,32;12;0,066;57;158;0,9992;3,6;0,43;9;6;WHITE
498;7,6;0,28;0,39;1,9;0,052;23;116;0,9941;3,25;0,4;10,4;6;WHITE
499;9,2;0,43;0,52;2,3;0,083;14;23;0,9976;3,35;0,61;11,3;6;RED
500;6,2;0,32;0,5;6,5;0,048;61;186;0,9948;3,19;0,45;9,6;5;WHITE
501;6,7;0,19;0,34;1;0,022;22;94;0,9912;3,23;0,57;11,1;6;WHITE
502;7,3;0,28;0,35;1,6;0,054;31;148;0,99178;3,18;0,47;10,7;5;WHITE
503;6,9;0,18;0,33;1;0,054;24;164;0,9926;3,42;0,51;10,5;5;WHITE
504;6,4;0,31;0,28;2,5;0,039;34;137;0,98946;3,22;0,38;12,7;6;WHITE
505;7,5;0,15;0,38;1,8;0,054;19;101;0,9946;3,24;0,44;10;5;WHITE
506;5,9;0,36;0,04;5,7;0,046;21;87;0,9934;3,22;0,51;10,2;5;WHITE
507;12,2;0,45;0,49;1,4;0,075;3;6;0,9969;3,13;0,63;10,4;5;RED
508;5;0,27;0,4;1,2;0,076;42;124;0,99204;3,32;0,47;10,1;6;WHITE
509;6;0,28;0,35;1,9;0,037;16;120;0,9933;3,16;0,69;10,6;5;WHITE
510;6,3;0,36;0,2;2;0,048;48;191;0,9929;3,17;0,51;9,6;5;WHITE
511;10;0,42;0,5;3,4;0,107;7;21;0,9979;3,26;0,93;11,8;6;RED
512;6,8;0,34;0,44;6,6;0,052;28;156;0,9955;3,14;0,41;9,6;5;WHITE
513;7,5;0,41;0,15;3,7;0,104;29;94;0,99786;3,14;0,58;9,1;5;RED
514;6,8;0,24;0,33;3,2;0,049;68;161;0,99324;3,1;0,69;10,2;6;WHITE
515;6,6;0,34;0,4;8,1;0,046;68;170;0,99494;3,15;0,5;9,55;6;WHITE
516;6,7;0,18;0,24;10,3;0,057;64;185;0,99519;3,12;0,5;10,6;6;WHITE
517;9,9;0,5;0,24;2,3;0,103;6;14;0,9978;3,34;0,52;10;4;RED
518;6,45;0,14;0,42;1,2;0,05;51;129;0,99116;3,27;0,69;11,1;7;WHITE
519;5,8;0,3;0,23;1,5;0,034;37;121;0,98871;2,96;0,34;12,1;6;WHITE
520;7,2;0,21;0,35;14,5;0,048;35;178;0,9982;3,05;0,47;8,9;6;WHITE
521;9,1;0,66;0,15;3,2;0,097;9;59;0,99976;3,28;0,54;9,6;5;RED
522;7,6;0,41;0,33;2,5;0,078;6;23;0,9957;3,3;0,58;11,2;5;RED
523;7;0,3;0,51;13,6;0,05;40;168;0,9976;3,07;0,52;9,6;7;WHITE
524;7;0,11;0,32;4,6;0,057;59;144;0,9956;3,55;0,44;9,4;7;WHITE
525;6,1;0,3;0,56;2,8;0,044;47;179;0,9924;3,3;0,57;10,9;7;WHITE
526;8,1;0,2;0,3;1,3;0,036;7;49;0,99242;2,99;0,73;10,3;5;WHITE
527;6,6;0,27;0,29;5,3;0,045;57;189;0,9953;3,31;0,79;9,8;5;WHITE
528;6,5;0,36;0,31;13,55;0,053;20;113;0,99544;3,2;0,56;11;6;WHITE
529;5;0,17;0,56;1,5;0,026;24;115;0,9906;3,48;0,39;10,8;7;WHITE
530;6;0,28;0,25;1,8;0,042;8;108;0,9929;3,08;0,55;9;5;WHITE
531;8,1;0,24;0,38;4,3;0,044;49;172;0,996;3,37;0,74;10,8;6;WHITE
532;6,5;0,19;0,27;4,9;0,037;13;101;0,9916;3,17;0,41;11,8;6;WHITE
533;5,5;0,16;0,31;1,2;0,026;31;68;0,9898;3,33;0,44;11,65;6;WHITE
534;7,5;0,42;0,32;2,7;0,067;7;25;0,99628;3,24;0,44;10,4;5;RED
535;6;0,28;0,27;2,3;0,051;23;147;0,994;3,23;0,67;10,3;6;WHITE
536;7,1;0,44;0,27;8,4;0,057;60;160;0,99257;3,16;0,36;11,8;6;WHITE
537;7,5;0,65;0,18;7;0,088;27;94;0,99915;3,38;0,77;9,4;5;RED
538;7,9;0,28;0,49;7,7;0,045;48;195;0,9954;3,04;0,55;11;6;WHITE
539;8,3;0,56;0,22;2,4;0,082;10;86;0,9983;3,37;0,62;9,5;5;RED
540;7,1;0,36;0,3;1,6;0,08;35;70;0,99693;3,44;0,5;9,4;5;RED
541;6,3;0,19;0,33;10,1;0,063;63;133;0,99561;2,86;0,41;9,1;5;WHITE
542;6,8;0,19;0,4;9,85;0,055;41;103;0,99532;2,98;0,56;10,5;6;WHITE
543;8;0,6;0,08;2,6;0,056;3;7;0,99286;3,22;0,37;13;5;RED
544;6,4;0,35;0,35;5,6;0,034;9;148;0,99441;3,17;0,5;9,8;4;WHITE
545;5,5;0,16;0,31;1,2;0,026;31;68;0,9898;3,33;0,44;11,63333333;6;WHITE
546;11;0,3;0,58;2,1;0,054;7;19;0,998;3,31;0,88;10,5;7;RED
547;7,9;0,16;0,3;4,8;0,037;37;171;0,9967;3,47;0,44;9;4;WHITE
548;5,9;0,19;0,26;7,4;0,034;33;123;0,995;3,49;0,42;10,1;6;WHITE
549;8;0,45;0,23;2,2;0,094;16;29;0,9962;3,21;0,49;10,2;6;RED
550;9,2;0,28;0,46;3,2;0,058;39;133;0,996;3,14;0,58;9,5;5;WHITE
551;6,4;0,38;0,24;7,2;0,047;41;151;0,99604;3,11;0,6;9,2;5;WHITE
552;5,9;0,25;0,19;12,4;0,047;50;162;0,9973;3,35;0,38;9,5;5;WHITE
553;7,1;0,32;0,24;13,1;0,05;52;204;0,998;3,1;0,49;8,8;5;WHITE
554;7,2;0,34;0,3;8,4;0,051;40;167;0,99756;3,48;0,62;9,7;5;WHITE
555;6,5;0,34;0,46;1;0,023;6;80;0,98865;3,15;0,54;12,9;6;WHITE
556;6;0,24;0,27;1,9;0,048;40;170;0,9938;3,64;0,54;10;7;WHITE
557;15,6;0,685;0,76;3,7;0,1;6;43;1,0032;2,95;0,68;11,2;7;RED
558;7,9;0,27;0,27;1,7;0,034;25;122;0,99088;2,97;0,51;11,9;6;WHITE
559;8,7;0,31;0,46;1,4;0,059;11;25;0,9966;3,36;0,76;10,1;6;RED
560;6,4;0,33;0,24;1,6;0,054;25;117;0,9943;3,36;0,5;9,3;5;WHITE
561;7,6;0,38;0,2;3,4;0,046;9;116;0,9944;3,15;0,41;9,4;5;WHITE
562;5,8;0,15;0,31;5,9;0,036;7;73;0,99152;3,2;0,43;11,9;6;WHITE
563;7,2;0,27;0,74;12,5;0,037;47;156;0,9981;3,04;0,44;8,7;5;WHITE
564;6,6;0,285;0,49;11,4;0,035;57;137;0,99732;3,08;0,54;8,9;6;WHITE
565;6,7;0,105;0,32;12,4;0,051;34;106;0,998;3,54;0,45;9,2;6;WHITE
566;6,2;0,37;0,24;6,1;0,032;19;86;0,98934;3,04;0,26;13,4;8;WHITE
567;6,9;0,32;0,17;7,6;0,042;69;219;0,9959;3,13;0,4;8,9;5;WHITE
568;6;0,16;0,3;6,7;0,043;43;153;0,9951;3,63;0,46;10,6;5;WHITE
569;6,4;0,38;0,19;4,5;0,038;36;119;0,99151;3,07;0,42;11,2;6;WHITE
570;9,8;0,45;0,38;2,5;0,081;34;66;0,99726;3,15;0,58;9,8;5;RED
